Jurusan,IPK,Bidang_Minat,Keahlian_1,Keahlian_2,Keahlian_3,Kepemimpinan,Komunikasi,Kerja_Tim,Kreativitas,Berpikir_Kritis,Pemecahan_Masalah,Pengalaman_Magang,Pengalaman_Organisasi,Pengalaman_Kompetisi,Jumlah_Sertifikasi,Gaya_Kerja,Preferensi_Industri,Tujuan_Karier,Rekomendasi_Karier
Hukum,3.21,Pariwisata,Desain Grafis,Sql,Manajemen Proyek,3.0,4.0,2.0,4.0,5.0,2.0,Ya,Tidak,Tidak,0.0,Hybrid,Keuangan,Peneliti,Business Analyst
Tata Boga,3.83,Pertanian,Python,Analisis Data,Desain Grafis,5.0,3.0,5.0,1.0,1.0,2.0,Tidak,Ya,Ya,4.0,Onsite,Media,Spesialis,Konsultan
Peternakan,2.77,Pertanian,Manajemen Proyek,Desain Grafis,Riset,4.0,1.0,3.0,3.0,2.0,4.0,Ya,Tidak,Ya,2.0,Onsite,Teknologi,Manajer,Business Analyst
Fisika,3.37,Media,Pemasaran Digital,Analisis Data,Komunikasi,5.0,2.0,2.0,5.0,2.0,4.0,Ya,Tidak,Tidak,3.0,Onsite,Pemerintahan,Peneliti,Animator
Kesehatan Masyarakat,3.86,Pendidikan,Machine Learning,Python,Kepemimpinan,3.0,4.0,1.0,1.0,2.0,3.0,Tidak,Ya,Tidak,1.0,Onsite,Keuangan,Wirausaha,Business Analyst
Peternakan,3.68,Pariwisata,Desain Grafis,Pemasaran Digital,Python,5.0,4.0,1.0,3.0,2.0,1.0,Ya,Ya,Tidak,4.0,Onsite,Pemerintahan,Wirausaha,Animator
Dkv,3.95,Manufaktur,Machine Learning,Kepemimpinan,Riset,4.0,4.0,3.0,5.0,1.0,2.0,Ya,Tidak,Ya,0.0,Onsite,Keuangan,Peneliti,Akuntan
Dkv,3.88,Pariwisata,Analisis Data,Analisis Data,Machine Learning,5.0,3.0,5.0,4.0,4.0,3.0,Tidak,Ya,Ya,0.0,Remote,Konsultan,Manajer,Guru
Matematika,3.92,Teknologi,Desain Grafis,Machine Learning,Machine Learning,5.0,3.0,1.0,5.0,3.0,2.0,Ya,Tidak,Ya,5.0,Hybrid,Media,Spesialis,Diplomat
Bisnis Digital,3.37,Keuangan,Kepemimpinan,Komunikasi,Sql,2.0,3.0,3.0,4.0,1.0,5.0,Ya,Tidak,Tidak,5.0,Remote,Pemerintahan,Wirausaha,Guru
Peternakan,2.97,Teknologi,Riset,Kepemimpinan,Komunikasi,5.0,1.0,5.0,5.0,2.0,2.0,Tidak,Tidak,Ya,3.0,Onsite,Teknologi,Spesialis,Dokter
Keperawatan,3.14,Pemerintahan,Python,Komunikasi,Python,2.0,2.0,1.0,1.0,3.0,3.0,Ya,Ya,Tidak,1.0,Onsite,Media,Manajer,Ai Engineer
Perikanan,2.89,Media,Manajemen Proyek,Machine Learning,Kepemimpinan,5.0,2.0,2.0,4.0,3.0,3.0,Ya,Tidak,Tidak,3.0,Remote,Manufaktur,Manajer,Perawat
Animasi,3.93,Keuangan,Python,Machine Learning,Kepemimpinan,5.0,1.0,4.0,5.0,3.0,2.0,Ya,Ya,Tidak,0.0,Remote,Kesehatan,Peneliti,Guru
Teknik Elektro,3.55,Teknologi,Riset,Pemasaran Digital,Riset,1.0,3.0,1.0,4.0,1.0,5.0,Tidak,Ya,Tidak,2.0,Hybrid,Pariwisata,Spesialis,Jurnalis
Dkv,3.37,Media,Python,Sql,Pemasaran Digital,5.0,4.0,1.0,1.0,1.0,4.0,Tidak,Tidak,Tidak,2.0,Remote,Pertanian,Spesialis,Business Analyst
Agroteknologi,3.72,Pemerintahan,Analisis Data,Pemasaran Digital,Desain Grafis,2.0,4.0,1.0,3.0,2.0,1.0,Tidak,Ya,Tidak,3.0,Hybrid,Teknologi,Wirausaha,Akuntan
Informatika,3.6,Manufaktur,Kepemimpinan,Python,Riset,2.0,3.0,4.0,1.0,3.0,1.0,Ya,Ya,Ya,0.0,Onsite,Pariwisata,Peneliti,Akuntan
Animasi,2.8,Pemerintahan,Sql,Desain Grafis,Pemasaran Digital,4.0,5.0,4.0,4.0,5.0,1.0,Ya,Ya,Ya,1.0,Hybrid,Pemerintahan,Peneliti,Akuntan
Keperawatan,3.55,Pemerintahan,Kepemimpinan,Komunikasi,Riset,4.0,4.0,5.0,2.0,2.0,3.0,Tidak,Ya,Ya,3.0,Hybrid,Konsultan,Manajer,Diplomat
Psikologi,3.63,Manufaktur,Kepemimpinan,Kepemimpinan,Pemasaran Digital,3.0,3.0,1.0,4.0,2.0,4.0,Ya,Ya,Ya,4.0,Hybrid,Manufaktur,Peneliti,Konsultan
Peternakan,3.37,Media,Sql,Analisis Data,Kepemimpinan,2.0,5.0,1.0,5.0,4.0,4.0,Tidak,Ya,Tidak,1.0,Hybrid,Media,Wirausaha,Guru
Tata Boga,3.31,Pendidikan,Riset,Riset,Komunikasi,2.0,3.0,4.0,2.0,1.0,5.0,Ya,Ya,Ya,2.0,Onsite,Teknologi,Peneliti,Ai Engineer
Sistem Informasi,2.93,Media,Python,Sql,Riset,3.0,2.0,4.0,2.0,3.0,2.0,Ya,Ya,Ya,0.0,Hybrid,Pariwisata,Peneliti,Ai Engineer
Keperawatan,3.19,Manufaktur,Kepemimpinan,Desain Grafis,Desain Grafis,3.0,2.0,3.0,2.0,4.0,3.0,Tidak,Ya,Tidak,3.0,Hybrid,Media,Spesialis,Arsitek
Tata Boga,3.08,Pariwisata,Kepemimpinan,Kepemimpinan,Python,4.0,1.0,4.0,5.0,4.0,2.0,Tidak,Tidak,Tidak,5.0,Hybrid,Konsultan,Peneliti,Analis Data
Pariwisata,3.31,Pertanian,Riset,Komunikasi,Manajemen Proyek,5.0,2.0,1.0,2.0,1.0,2.0,Ya,Ya,Tidak,2.0,Onsite,Pendidikan,Peneliti,Konsultan
Pariwisata,3.56,Konsultan,Pemasaran Digital,Riset,Pemasaran Digital,1.0,2.0,5.0,1.0,5.0,5.0,Tidak,Ya,Ya,2.0,Onsite,Keuangan,Peneliti,Software Engineer
Matematika,3.61,Media,Analisis Data,Pemasaran Digital,Desain Grafis,4.0,5.0,2.0,4.0,3.0,5.0,Tidak,Tidak,Tidak,0.0,Onsite,Kesehatan,Spesialis,Guru
Animasi,3.44,Teknologi,Riset,Sql,Manajemen Proyek,2.0,5.0,3.0,5.0,3.0,3.0,Tidak,Tidak,Tidak,0.0,Remote,Manufaktur,Manajer,Perawat
Peternakan,3.84,Media,Analisis Data,Riset,Analisis Data,5.0,3.0,5.0,5.0,2.0,3.0,Tidak,Ya,Ya,4.0,Hybrid,Teknologi,Spesialis,Arsitek
Teknik Kimia,3.66,Manufaktur,Manajemen Proyek,Komunikasi,Python,4.0,1.0,2.0,1.0,3.0,2.0,Tidak,Tidak,Tidak,5.0,Hybrid,Pendidikan,Manajer,Software Engineer
Perhotelan,3.97,Media,Pemasaran Digital,Manajemen Proyek,Desain Grafis,4.0,3.0,4.0,3.0,4.0,5.0,Ya,Ya,Tidak,3.0,Remote,Manufaktur,Wirausaha,Arsitek
Teknik Elektro,2.95,Media,Manajemen Proyek,Python,Sql,5.0,3.0,3.0,2.0,1.0,3.0,Tidak,Ya,Ya,4.0,Onsite,Pemerintahan,Spesialis,Ai Engineer
Akuntansi,3.42,Konsultan,Python,Pemasaran Digital,Kepemimpinan,5.0,5.0,3.0,1.0,4.0,1.0,Ya,Ya,Ya,3.0,Hybrid,Manufaktur,Manajer,Software Engineer
Pendidikan Bahasa Inggris,3.35,Keuangan,Desain Grafis,Manajemen Proyek,Machine Learning,2.0,4.0,1.0,4.0,5.0,4.0,Ya,Tidak,Tidak,3.0,Hybrid,Keuangan,Peneliti,Diplomat
Teknik Lingkungan,3.89,Pariwisata,Machine Learning,Komunikasi,Machine Learning,1.0,4.0,3.0,4.0,4.0,4.0,Ya,Tidak,Ya,0.0,Remote,Pariwisata,Peneliti,Data Scientist
Agribisnis,3.06,Konsultan,Machine Learning,Komunikasi,Komunikasi,2.0,2.0,2.0,4.0,4.0,5.0,Tidak,Tidak,Tidak,2.0,Onsite,Media,Manajer,Akuntan
Arsitektur,3.05,Manufaktur,Komunikasi,Python,Pemasaran Digital,5.0,2.0,4.0,2.0,2.0,1.0,Ya,Tidak,Ya,1.0,Onsite,Pemerintahan,Spesialis,Konsultan
Teknik Sipil,3.01,Pendidikan,Analisis Data,Komunikasi,Desain Grafis,2.0,4.0,5.0,4.0,5.0,4.0,Ya,Tidak,Ya,0.0,Remote,Kesehatan,Manajer,Perawat
Teknik Sipil,3.1,Konsultan,Analisis Data,Machine Learning,Pemasaran Digital,3.0,2.0,3.0,2.0,2.0,3.0,Ya,Ya,Ya,0.0,Onsite,Manufaktur,Peneliti,Analis Data
Statistika,3.28,Pemerintahan,Sql,Machine Learning,Python,3.0,3.0,4.0,5.0,1.0,4.0,Tidak,Ya,Tidak,1.0,Remote,Keuangan,Wirausaha,Ai Engineer
Pendidikan Matematika,3.99,Konsultan,Machine Learning,Komunikasi,Komunikasi,5.0,2.0,3.0,2.0,2.0,1.0,Tidak,Tidak,Tidak,0.0,Hybrid,Teknologi,Spesialis,Arsitek
Perikanan,2.91,Pemerintahan,Pemasaran Digital,Pemasaran Digital,Analisis Data,2.0,4.0,5.0,3.0,4.0,3.0,Ya,Ya,Ya,3.0,Hybrid,Manufaktur,Peneliti,Arsitek
Teknik Kimia,2.76,Kesehatan,Manajemen Proyek,Kepemimpinan,Machine Learning,4.0,4.0,5.0,1.0,1.0,5.0,Tidak,Tidak,Ya,0.0,Remote,Pendidikan,Peneliti,Animator
Hukum,3.45,Pariwisata,Sql,Kepemimpinan,Desain Grafis,2.0,4.0,5.0,2.0,2.0,4.0,Ya,Ya,Ya,3.0,Remote,Pemerintahan,Peneliti,Jurnalis
Keperawatan,3.56,Pemerintahan,Pemasaran Digital,Machine Learning,Riset,1.0,5.0,3.0,4.0,4.0,5.0,Tidak,Tidak,Tidak,3.0,Onsite,Media,Wirausaha,Jurnalis
Peternakan,3.9,Keuangan,Manajemen Proyek,Python,Komunikasi,4.0,3.0,2.0,2.0,3.0,2.0,Tidak,Ya,Tidak,2.0,Onsite,Konsultan,Peneliti,Business Analyst
Keperawatan,3.11,Teknologi,Python,Python,Kepemimpinan,1.0,1.0,5.0,5.0,2.0,2.0,Tidak,Ya,Ya,1.0,Onsite,Media,Peneliti,Ai Engineer
Bisnis Digital,3.25,Kesehatan,Analisis Data,Python,Pemasaran Digital,2.0,4.0,2.0,5.0,1.0,4.0,Tidak,Tidak,Tidak,4.0,Onsite,Pariwisata,Wirausaha,Konsultan
Sistem Informasi,3.02,Pertanian,Manajemen Proyek,Kepemimpinan,Python,3.0,1.0,2.0,4.0,2.0,2.0,Tidak,Ya,Tidak,1.0,Remote,Pendidikan,Peneliti,Business Analyst
Film,3.59,Pertanian,Analisis Data,Python,Riset,3.0,2.0,4.0,3.0,3.0,3.0,Tidak,Tidak,Ya,4.0,Hybrid,Pertanian,Wirausaha,Akuntan
Tata Boga,3.69,Pertanian,Analisis Data,Kepemimpinan,Manajemen Proyek,2.0,4.0,2.0,3.0,2.0,3.0,Tidak,Ya,Tidak,2.0,Hybrid,Kesehatan,Peneliti,Jurnalis
Kimia,3.24,Pendidikan,Desain Grafis,Pemasaran Digital,Manajemen Proyek,4.0,2.0,3.0,2.0,2.0,2.0,Tidak,Tidak,Ya,5.0,Onsite,Kesehatan,Spesialis,Perawat
Peternakan,3.93,Manufaktur,Pemasaran Digital,Desain Grafis,Komunikasi,5.0,4.0,3.0,4.0,1.0,5.0,Tidak,Tidak,Tidak,0.0,Onsite,Pertanian,Manajer,Akuntan
Ekonomi,3.4,Kesehatan,Analisis Data,Pemasaran Digital,Desain Grafis,4.0,5.0,2.0,1.0,1.0,2.0,Ya,Ya,Tidak,0.0,Remote,Pemerintahan,Manajer,Animator
Akuntansi,3.12,Pertanian,Komunikasi,Riset,Analisis Data,5.0,1.0,5.0,3.0,5.0,1.0,Tidak,Ya,Ya,5.0,Onsite,Manufaktur,Spesialis,Arsitek
Matematika,2.88,Kesehatan,Machine Learning,Python,Analisis Data,3.0,4.0,1.0,2.0,3.0,2.0,Ya,Ya,Tidak,4.0,Onsite,Konsultan,Wirausaha,Dokter
Pariwisata,3.14,Keuangan,Machine Learning,Python,Komunikasi,2.0,5.0,4.0,5.0,3.0,3.0,Ya,Ya,Ya,2.0,Hybrid,Kesehatan,Wirausaha,Guru
Bisnis Digital,3.24,Konsultan,Riset,Manajemen Proyek,Desain Grafis,3.0,5.0,4.0,2.0,5.0,3.0,Ya,Tidak,Ya,0.0,Remote,Pariwisata,Manajer,Jurnalis
Pendidikan Matematika,3.27,Pemerintahan,Analisis Data,Kepemimpinan,Kepemimpinan,5.0,5.0,3.0,5.0,5.0,1.0,Ya,Tidak,Ya,4.0,Remote,Konsultan,Spesialis,Arsitek
Ilmu Komunikasi,3.12,Pariwisata,Analisis Data,Kepemimpinan,Riset,2.0,2.0,5.0,1.0,5.0,2.0,Tidak,Tidak,Ya,0.0,Onsite,Pariwisata,Manajer,Business Analyst
Film,3.53,Pertanian,Pemasaran Digital,Machine Learning,Manajemen Proyek,5.0,2.0,5.0,4.0,2.0,3.0,Tidak,Tidak,Tidak,2.0,Remote,Kesehatan,Wirausaha,Konsultan
Teknik Kimia,3.48,Keuangan,Analisis Data,Desain Grafis,Komunikasi,5.0,1.0,5.0,3.0,4.0,4.0,Ya,Ya,Tidak,3.0,Hybrid,Konsultan,Wirausaha,Ai Engineer
Teknik Mesin,3.22,Media,Machine Learning,Kepemimpinan,Manajemen Proyek,3.0,1.0,2.0,3.0,1.0,5.0,Ya,Tidak,Ya,0.0,Onsite,Pemerintahan,Spesialis,Software Engineer
Kesehatan Masyarakat,2.8,Konsultan,Komunikasi,Komunikasi,Komunikasi,2.0,5.0,2.0,2.0,2.0,2.0,Tidak,Tidak,Tidak,2.0,Hybrid,Konsultan,Manajer,Software Engineer
Akuntansi,3.58,Teknologi,Kepemimpinan,Kepemimpinan,Manajemen Proyek,2.0,2.0,1.0,1.0,5.0,3.0,Tidak,Ya,Tidak,1.0,Hybrid,Pendidikan,Spesialis,Animator
Teknik Elektro,2.8,Pertanian,Sql,Manajemen Proyek,Pemasaran Digital,5.0,5.0,3.0,2.0,5.0,5.0,Ya,Ya,Tidak,0.0,Remote,Manufaktur,Peneliti,Akuntan
Hukum,3.47,Teknologi,Machine Learning,Analisis Data,Komunikasi,3.0,5.0,2.0,5.0,2.0,2.0,Ya,Ya,Ya,0.0,Remote,Pariwisata,Manajer,Guru
Hukum,3.5,Teknologi,Komunikasi,Desain Grafis,Kepemimpinan,1.0,5.0,5.0,2.0,2.0,4.0,Tidak,Ya,Tidak,3.0,Remote,Kesehatan,Peneliti,Animator
Animasi,2.98,Keuangan,Python,Python,Komunikasi,4.0,1.0,3.0,3.0,3.0,3.0,Tidak,Tidak,Tidak,4.0,Onsite,Pariwisata,Spesialis,Akuntan
Teknologi Pangan,3.37,Media,Sql,Pemasaran Digital,Sql,3.0,5.0,5.0,3.0,3.0,2.0,Tidak,Ya,Tidak,4.0,Remote,Pertanian,Peneliti,Arsitek
Biologi,3.54,Pariwisata,Riset,Analisis Data,Pemasaran Digital,5.0,3.0,2.0,5.0,1.0,3.0,Ya,Ya,Ya,5.0,Remote,Pendidikan,Peneliti,Data Scientist
Sistem Informasi,3.16,Pemerintahan,Sql,Riset,Riset,3.0,5.0,1.0,5.0,1.0,2.0,Ya,Tidak,Ya,2.0,Onsite,Teknologi,Manajer,Diplomat
Psikologi,3.61,Konsultan,Kepemimpinan,Pemasaran Digital,Riset,2.0,1.0,4.0,5.0,5.0,5.0,Tidak,Ya,Ya,2.0,Onsite,Pemerintahan,Manajer,Data Scientist
Animasi,3.94,Teknologi,Kepemimpinan,Analisis Data,Komunikasi,4.0,4.0,4.0,3.0,3.0,4.0,Ya,Ya,Ya,4.0,Onsite,Pendidikan,Wirausaha,Perawat
Akuntansi,3.3,Keuangan,Komunikasi,Sql,Python,2.0,4.0,3.0,4.0,5.0,3.0,Tidak,Tidak,Ya,4.0,Onsite,Pariwisata,Spesialis,Guru
Pariwisata,3.37,Teknologi,Python,Desain Grafis,Machine Learning,3.0,5.0,1.0,1.0,1.0,4.0,Ya,Ya,Ya,3.0,Remote,Pariwisata,Wirausaha,Konsultan
Film,3.02,Kesehatan,Komunikasi,Python,Riset,3.0,3.0,3.0,2.0,2.0,2.0,Tidak,Tidak,Tidak,4.0,Remote,Pariwisata,Peneliti,Software Engineer
Tata Boga,3.82,Media,Sql,Pemasaran Digital,Kepemimpinan,1.0,1.0,5.0,1.0,2.0,5.0,Ya,Ya,Tidak,0.0,Remote,Pendidikan,Peneliti,Jurnalis
Teknik Industri,3.84,Pemerintahan,Pemasaran Digital,Sql,Kepemimpinan,1.0,3.0,5.0,4.0,1.0,2.0,Ya,Tidak,Ya,1.0,Remote,Pendidikan,Wirausaha,Software Engineer
Pendidikan Bahasa Inggris,3.15,Pendidikan,Riset,Analisis Data,Python,1.0,5.0,3.0,3.0,2.0,1.0,Ya,Ya,Ya,4.0,Onsite,Pariwisata,Peneliti,Konsultan
Teknik Lingkungan,3.99,Pariwisata,Desain Grafis,Sql,Pemasaran Digital,3.0,1.0,3.0,2.0,4.0,1.0,Tidak,Ya,Ya,4.0,Hybrid,Pertanian,Peneliti,Dokter
Teknik Elektro,3.73,Pemerintahan,Kepemimpinan,Analisis Data,Kepemimpinan,4.0,4.0,5.0,5.0,4.0,1.0,Tidak,Tidak,Tidak,1.0,Hybrid,Pertanian,Spesialis,Diplomat
Agribisnis,3.19,Pemerintahan,Analisis Data,Machine Learning,Kepemimpinan,3.0,5.0,3.0,5.0,1.0,5.0,Tidak,Ya,Ya,0.0,Hybrid,Kesehatan,Wirausaha,Ai Engineer
Hukum,3.25,Manufaktur,Komunikasi,Desain Grafis,Kepemimpinan,3.0,2.0,5.0,4.0,5.0,1.0,Tidak,Ya,Ya,2.0,Hybrid,Pertanian,Spesialis,Software Engineer
Biologi,3.85,Teknologi,Manajemen Proyek,Pemasaran Digital,Manajemen Proyek,2.0,5.0,5.0,3.0,2.0,2.0,Ya,Tidak,Ya,4.0,Onsite,Keuangan,Manajer,Dokter
Agroteknologi,3.59,Keuangan,Analisis Data,Machine Learning,Manajemen Proyek,2.0,3.0,4.0,2.0,3.0,1.0,Tidak,Ya,Ya,0.0,Onsite,Pariwisata,Spesialis,Akuntan
Animasi,3.07,Manufaktur,Machine Learning,Kepemimpinan,Riset,5.0,1.0,4.0,4.0,5.0,4.0,Tidak,Tidak,Tidak,5.0,Onsite,Pertanian,Wirausaha,Data Scientist
Teknik Industri,3.63,Keuangan,Manajemen Proyek,Komunikasi,Kepemimpinan,2.0,1.0,3.0,3.0,3.0,5.0,Tidak,Ya,Tidak,2.0,Remote,Manufaktur,Peneliti,Ai Engineer
Teknik Industri,3.97,Teknologi,Pemasaran Digital,Sql,Desain Grafis,3.0,2.0,4.0,2.0,2.0,4.0,Tidak,Ya,Tidak,5.0,Onsite,Kesehatan,Wirausaha,Akuntan
Animasi,3.02,Pariwisata,Pemasaran Digital,Kepemimpinan,Kepemimpinan,3.0,2.0,5.0,2.0,5.0,4.0,Tidak,Tidak,Ya,5.0,Hybrid,Media,Wirausaha,Perawat
Statistika,2.81,Pendidikan,Manajemen Proyek,Manajemen Proyek,Komunikasi,2.0,2.0,3.0,1.0,3.0,5.0,Ya,Tidak,Tidak,0.0,Hybrid,Kesehatan,Wirausaha,Konsultan
Hukum,3.71,Pariwisata,Komunikasi,Sql,Machine Learning,3.0,3.0,2.0,3.0,2.0,2.0,Tidak,Ya,Ya,1.0,Onsite,Pariwisata,Manajer,Konsultan
Sistem Informasi,3.73,Kesehatan,Sql,Pemasaran Digital,Analisis Data,5.0,3.0,4.0,3.0,4.0,3.0,Ya,Tidak,Tidak,0.0,Onsite,Pertanian,Spesialis,Konsultan
Kimia,3.04,Keuangan,Komunikasi,Manajemen Proyek,Komunikasi,4.0,4.0,4.0,4.0,4.0,4.0,Ya,Ya,Tidak,5.0,Hybrid,Media,Spesialis,Jurnalis
Teknik Sipil,3.88,Media,Komunikasi,Pemasaran Digital,Python,1.0,2.0,5.0,4.0,1.0,2.0,Tidak,Tidak,Tidak,1.0,Hybrid,Pendidikan,Peneliti,Perawat
Bisnis Digital,3.63,Konsultan,Desain Grafis,Kepemimpinan,Riset,5.0,1.0,5.0,1.0,4.0,3.0,Ya,Tidak,Tidak,4.0,Onsite,Pendidikan,Manajer,Business Analyst
Arsitektur,3.39,Pemerintahan,Kepemimpinan,Kepemimpinan,Komunikasi,1.0,3.0,4.0,3.0,4.0,3.0,Ya,Ya,Tidak,2.0,Onsite,Keuangan,Wirausaha,Diplomat
Informatika,2.81,Media,Python,Riset,Manajemen Proyek,5.0,1.0,5.0,5.0,4.0,1.0,Ya,Tidak,Tidak,2.0,Remote,Konsultan,Wirausaha,Perawat
Teknik Industri,2.94,Pemerintahan,Python,Desain Grafis,Analisis Data,1.0,1.0,3.0,5.0,2.0,2.0,Tidak,Tidak,Tidak,0.0,Onsite,Keuangan,Manajer,Perawat
Film,3.41,Kesehatan,Desain Grafis,Manajemen Proyek,Python,3.0,3.0,3.0,1.0,1.0,1.0,Tidak,Ya,Ya,1.0,Onsite,Media,Spesialis,Jurnalis
Agroteknologi,3.58,Pemerintahan,Komunikasi,Komunikasi,Sql,2.0,4.0,1.0,2.0,3.0,4.0,Ya,Ya,Ya,2.0,Remote,Teknologi,Wirausaha,Guru
Teknik Industri,3.39,Pendidikan,Python,Desain Grafis,Analisis Data,3.0,3.0,5.0,3.0,1.0,5.0,Ya,Tidak,Ya,3.0,Hybrid,Pariwisata,Wirausaha,Business Analyst
Ilmu Komunikasi,3.56,Media,Pemasaran Digital,Komunikasi,Sql,1.0,1.0,5.0,3.0,4.0,5.0,Tidak,Ya,Ya,5.0,Hybrid,Media,Spesialis,Jurnalis
Perhotelan,2.97,Pariwisata,Kepemimpinan,Riset,Desain Grafis,1.0,1.0,4.0,4.0,4.0,2.0,Ya,Tidak,Ya,3.0,Hybrid,Teknologi,Manajer,Analis Data
Kesehatan Masyarakat,3.37,Kesehatan,Kepemimpinan,Sql,Riset,3.0,5.0,4.0,5.0,5.0,3.0,Tidak,Ya,Ya,3.0,Hybrid,Keuangan,Manajer,Dokter
Arsitektur,2.75,Pariwisata,Pemasaran Digital,Sql,Python,2.0,4.0,2.0,5.0,5.0,3.0,Tidak,Ya,Ya,1.0,Onsite,Pendidikan,Spesialis,Dokter
Pgsd,3.77,Pemerintahan,Manajemen Proyek,Komunikasi,Machine Learning,3.0,3.0,3.0,2.0,4.0,1.0,Tidak,Tidak,Tidak,2.0,Onsite,Keuangan,Peneliti,Data Scientist
Informatika,3.35,Teknologi,Pemasaran Digital,Komunikasi,Machine Learning,3.0,2.0,4.0,1.0,5.0,1.0,Ya,Tidak,Tidak,0.0,Remote,Pendidikan,Peneliti,Ai Engineer
Hukum,2.97,Keuangan,Machine Learning,Desain Grafis,Desain Grafis,5.0,2.0,4.0,4.0,2.0,2.0,Ya,Ya,Tidak,4.0,Hybrid,Teknologi,Manajer,Business Analyst
Pendidikan Matematika,3.73,Konsultan,Komunikasi,Sql,Machine Learning,2.0,2.0,5.0,1.0,3.0,2.0,Tidak,Tidak,Tidak,4.0,Remote,Pemerintahan,Peneliti,Perawat
Hukum,2.93,Manufaktur,Riset,Sql,Komunikasi,5.0,1.0,1.0,4.0,5.0,4.0,Ya,Ya,Tidak,2.0,Hybrid,Keuangan,Wirausaha,Diplomat
Fisika,3.09,Media,Desain Grafis,Machine Learning,Python,1.0,2.0,3.0,5.0,3.0,3.0,Tidak,Ya,Ya,3.0,Onsite,Pemerintahan,Peneliti,Akuntan
Teknik Industri,3.66,Konsultan,Riset,Riset,Riset,1.0,2.0,1.0,4.0,4.0,3.0,Tidak,Tidak,Tidak,1.0,Hybrid,Konsultan,Manajer,Guru
Teknik Sipil,3.56,Pemerintahan,Python,Analisis Data,Pemasaran Digital,3.0,1.0,5.0,1.0,5.0,4.0,Tidak,Ya,Ya,5.0,Onsite,Manufaktur,Peneliti,Jurnalis
Psikologi,3.89,Keuangan,Machine Learning,Kepemimpinan,Manajemen Proyek,4.0,2.0,5.0,3.0,4.0,5.0,Ya,Ya,Ya,3.0,Onsite,Kesehatan,Spesialis,Perawat
Kesehatan Masyarakat,3.23,Keuangan,Analisis Data,Kepemimpinan,Python,3.0,3.0,4.0,3.0,2.0,3.0,Tidak,Ya,Tidak,1.0,Remote,Pemerintahan,Spesialis,Akuntan
Psikologi,2.95,Media,Analisis Data,Sql,Desain Grafis,1.0,4.0,5.0,2.0,2.0,1.0,Tidak,Ya,Tidak,5.0,Remote,Keuangan,Manajer,Business Analyst
Akuntansi,3.72,Pertanian,Kepemimpinan,Riset,Machine Learning,4.0,3.0,5.0,4.0,5.0,5.0,Ya,Tidak,Ya,1.0,Remote,Pemerintahan,Manajer,Konsultan
Akuntansi,2.8,Pertanian,Manajemen Proyek,Komunikasi,Komunikasi,5.0,1.0,2.0,4.0,2.0,5.0,Tidak,Tidak,Ya,4.0,Remote,Pemerintahan,Peneliti,Jurnalis
Hukum,3.9,Kesehatan,Desain Grafis,Python,Kepemimpinan,3.0,5.0,3.0,5.0,2.0,4.0,Ya,Tidak,Tidak,2.0,Hybrid,Pariwisata,Manajer,Data Scientist
Matematika,3.37,Kesehatan,Desain Grafis,Komunikasi,Analisis Data,3.0,4.0,5.0,3.0,3.0,2.0,Ya,Tidak,Tidak,1.0,Remote,Teknologi,Wirausaha,Jurnalis
Tata Boga,2.85,Pendidikan,Python,Manajemen Proyek,Analisis Data,1.0,3.0,4.0,4.0,2.0,4.0,Tidak,Tidak,Ya,5.0,Remote,Pemerintahan,Manajer,Analis Data
Ilmu Komunikasi,3.81,Konsultan,Machine Learning,Riset,Komunikasi,1.0,4.0,2.0,3.0,3.0,1.0,Tidak,Tidak,Tidak,0.0,Onsite,Keuangan,Peneliti,Software Engineer
Teknik Mesin,3.43,Media,Desain Grafis,Desain Grafis,Komunikasi,1.0,1.0,2.0,3.0,5.0,1.0,Ya,Tidak,Tidak,5.0,Hybrid,Teknologi,Wirausaha,Dokter
Teknik Kimia,3.28,Pendidikan,Sql,Riset,Pemasaran Digital,3.0,3.0,4.0,1.0,2.0,2.0,Ya,Ya,Tidak,3.0,Remote,Pertanian,Peneliti,Perawat
Keperawatan,3.14,Kesehatan,Desain Grafis,Kepemimpinan,Manajemen Proyek,3.0,5.0,4.0,4.0,3.0,3.0,Ya,Tidak,Tidak,3.0,Onsite,Pendidikan,Spesialis,Business Analyst
Hukum,2.84,Manufaktur,Sql,Pemasaran Digital,Manajemen Proyek,4.0,1.0,5.0,2.0,1.0,3.0,Tidak,Tidak,Tidak,3.0,Remote,Teknologi,Peneliti,Dokter
Perhotelan,3.66,Media,Analisis Data,Komunikasi,Desain Grafis,1.0,5.0,5.0,3.0,1.0,2.0,Tidak,Ya,Ya,0.0,Remote,Media,Spesialis,Animator
Dkv,3.73,Manufaktur,Komunikasi,Desain Grafis,Python,2.0,4.0,1.0,2.0,2.0,3.0,Tidak,Tidak,Ya,1.0,Hybrid,Manufaktur,Spesialis,Business Analyst
Statistika,2.95,Teknologi,Kepemimpinan,Desain Grafis,Analisis Data,5.0,2.0,2.0,3.0,1.0,5.0,Tidak,Ya,Tidak,5.0,Hybrid,Pertanian,Manajer,Software Engineer
Teknik Sipil,3.33,Pariwisata,Analisis Data,Pemasaran Digital,Komunikasi,5.0,4.0,4.0,2.0,5.0,3.0,Tidak,Tidak,Ya,4.0,Hybrid,Pertanian,Manajer,Software Engineer
